ID,name,Make,Model,Version,Price,Link,Model Date,Km Run,Energy,Engine Type,City,Color,Assembly,EngineCapacity,image1,image2,image3,image4,image5,Features
31,"
Mazda Scrum  2010  for Sale",Mazda,Scrum,,"
PKR 8.75 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2010-for-sale-in-muridkay-3098966,2010,"

100,000 km","

Petrol","

Manual",Un-Registered,Silver,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2730/suzuki-every-2010-27304554.jpg,https://cache2.pakwheels.com/ad_pictures/2730/mazda-scrum-2010-v-1-27304551.jpg,https://cache3.pakwheels.com/ad_pictures/2730/suzuki-every-2010-27304557.jpg,https://cache2.pakwheels.com/ad_pictures/2730/suzuki-every-2010-27304556.jpg,https://cache4.pakwheels.com/ad_pictures/2730/suzuki-every-2010-27304555.jpg,[]
32,"
Mazda Scrum  2014 PC for Sale",Mazda,Scrum,,"
PKR 10.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2014-for-sale-in-islamabad-3047665,2014,"

164,364 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2673/mazda-scrum-pc-2-2014-26737741.jpg,https://cache3.pakwheels.com/ad_pictures/2673/mazda-scrum-pc-2-2014-26737751.jpg,https://cache2.pakwheels.com/ad_pictures/2673/mazda-scrum-pc-2-2014-26737761.jpg,https://cache3.pakwheels.com/ad_pictures/2673/mazda-scrum-pc-2-2014-26737762.jpg,https://cache1.pakwheels.com/ad_pictures/2673/mazda-scrum-pc-2-2014-26737763.jpg,[]
33,"
Mazda Scrum  2008 PA for Sale",Mazda,Scrum,,"
PKR 8.3 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2008-for-sale-in-saidu-sharif-3209307,2008,"

80,000 km","

Petrol","

Manual",Islamabad,White,Imported,660 cc,https://cache1.pakwheels.com/ad_pictures/2854/mazda-scrum-pa-2-2008-28547371.jpg,https://cache1.pakwheels.com/ad_pictures/2854/mazda-scrum-pa-2-2008-28547372.jpg,https://cache1.pakwheels.com/ad_pictures/2854/mazda-scrum-pa-2-2008-28547277.jpg,https://cache3.pakwheels.com/ad_pictures/2854/mazda-scrum-pa-2-2008-28547270.jpg,https://cache2.pakwheels.com/ad_pictures/2854/mazda-scrum-pa-2-2008-28547276.jpg,[]
34,"
Mazda Scrum  2012  for Sale",Mazda,Scrum,,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2012-for-sale-in-lahore-3201852,2012,"

36,000 km","

Petrol","

Automatic",Lahore,White,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2846/mazda-scrum-2012-v-1-28460679.jpg,https://cache3.pakwheels.com/ad_pictures/2846/suzuki-every-wagon-pz-turbo-2-2012-28460671.jpg,https://cache1.pakwheels.com/ad_pictures/2846/suzuki-every-wagon-pz-turbo-2-2012-28460676.jpg,https://cache3.pakwheels.com/ad_pictures/2846/suzuki-every-wagon-pz-turbo-2-2012-28460675.jpg,https://cache3.pakwheels.com/ad_pictures/2846/suzuki-every-wagon-pz-turbo-2-2012-28460673.jpg,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'CD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
35,"
Mazda Scrum  2013  for Sale",Mazda,Scrum,,"
PKR 11.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-rawalpindi-3126449,2013,"

128,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2760/mazda-scrum-2013-27609261.jpg,https://cache2.pakwheels.com/ad_pictures/2760/mazda-scrum-2013-27609262.jpg,https://cache4.pakwheels.com/ad_pictures/2760/mazda-scrum-2013-27609264.jpg,https://cache1.pakwheels.com/ad_pictures/2760/mazda-scrum-2013-27609265.jpg,https://cache3.pakwheels.com/ad_pictures/2760/mazda-scrum-2013-27609269.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'CD Player', 'Power Steering']"
36,"
Mazda Scrum  2018 PA for Sale",Mazda,Scrum,PA,"
PKR 9.6 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2018-for-sale-in-lahore-2546454,2018,"

52,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache1.pakwheels.com/ad_pictures/2146/mazda-scrum-pa-2-2018-21463416.jpg,https://cache1.pakwheels.com/ad_pictures/2146/mazda-scrum-pa-2-2018-21463415.jpg,https://cache3.pakwheels.com/ad_pictures/2146/mazda-scrum-pa-2-2018-21463418.jpg,https://cache4.pakwheels.com/ad_pictures/2146/mazda-scrum-pa-2-2018-21463417.jpg,https://cache4.pakwheels.com/ad_pictures/2146/mazda-scrum-pa-2-2018-21463419.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'CoolBox', 'Keyless Entry', 'Power Locks', 'Power Steering']"
37,"
Mazda Scrum  2015 PC for Sale",Mazda,Scrum,,"
PKR 13.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2015-for-sale-in-lahore-3090951,2015,"

35,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2721/mazda-scrum-pc-2-2015-27216874.jpg,https://cache3.pakwheels.com/ad_pictures/2721/mazda-scrum-pc-2-2015-27216876.jpg,https://cache4.pakwheels.com/ad_pictures/2721/mazda-scrum-pc-2-2015-27216877.jpg,https://cache3.pakwheels.com/ad_pictures/2721/mazda-scrum-pc-2-2015-27216878.jpg,https://cache2.pakwheels.com/ad_pictures/2721/mazda-scrum-pc-2-2015-27216880.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
38,"
Mazda Scrum  2013 PU for Sale",Mazda,Scrum,PU,"
PKR 9.8 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-karachi-3265838,2013,"

70,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache4.pakwheels.com/ad_pictures/2920/mazda-scrum-pu-2-2013-29201015.jpg,https://cache4.pakwheels.com/ad_pictures/2920/mazda-scrum-pu-2-2013-29201016.jpg,https://cache1.pakwheels.com/ad_pictures/2920/mazda-scrum-pu-2-2013-29201017.jpg,https://cache2.pakwheels.com/ad_pictures/2920/mazda-scrum-pu-2-2013-29201018.jpg,https://cache1.pakwheels.com/ad_pictures/2920/mazda-scrum-pu-2-2013-29201019.jpg,[]
39,"
Mazda Scrum  2013  for Sale",Mazda,Scrum,,"
PKR 9.75 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-sialkot-3206777,2013,"

56,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache1.pakwheels.com/ad_pictures/2919/mazda-scrum-2013-29195860.jpg,https://cache1.pakwheels.com/ad_pictures/2919/mazda-scrum-2013-29195859.jpg,https://cache3.pakwheels.com/ad_pictures/2919/mazda-scrum-2013-29195856.jpg,https://cache3.pakwheels.com/ad_pictures/2919/mazda-scrum-2013-29195857.jpg,https://cache3.pakwheels.com/ad_pictures/2919/mazda-scrum-2013-29195858.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Power Locks', 'Power Steering', 'Power Windows']"
40,"
Mazda Scrum  2010 PC for Sale",Mazda,Scrum,PC,"
PKR 8.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2010-for-sale-in-gujranwala-3251888,2010,"

90,000 km","

Petrol","

Automatic",Lahore,White,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2904/mazda-scrum-pc-2-2010-29041627.jpg,https://cache3.pakwheels.com/ad_pictures/2904/mazda-scrum-pc-2-2010-29041632.jpg,https://cache4.pakwheels.com/ad_pictures/2904/mazda-scrum-pc-2-2010-29041635.jpg,https://cache2.pakwheels.com/ad_pictures/2904/mazda-scrum-pc-2-2010-29041639.jpg,https://cache3.pakwheels.com/ad_pictures/2904/mazda-scrum-pc-2-2010-29041641.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Steering', 'Power Windows']"
41,"
Mazda Scrum  2013 PA for Sale",Mazda,Scrum,,"
PKR 11.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-lahore-3264783,2013,"

35,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache2.pakwheels.com/ad_pictures/2918/mazda-scrum-pa-2-2013-29189434.jpg,https://cache2.pakwheels.com/ad_pictures/2918/mazda-scrum-pa-2-2013-29189435.jpg,https://cache4.pakwheels.com/ad_pictures/2918/mazda-scrum-pa-2-2013-29189436.jpg,https://cache1.pakwheels.com/ad_pictures/2918/mazda-scrum-pa-2-2013-29189437.jpg,https://cache2.pakwheels.com/ad_pictures/2918/mazda-scrum-pa-2-2013-29189438.jpg,[]
42,"
Mazda Scrum  2011 PC for Sale",Mazda,Scrum,,"
PKR 8 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2011-for-sale-in-multan-3257019,2011,"

65,000 km","

Petrol","

Automatic",Multan,White,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2910/mazda-scrum-pc-2-2011-29102625.jpg,https://cache1.pakwheels.com/ad_pictures/2910/mazda-scrum-pc-2-2011-29102626.jpg,https://cache4.pakwheels.com/ad_pictures/2910/mazda-scrum-pc-2-2011-29102627.jpg,https://cache3.pakwheels.com/ad_pictures/2910/mazda-scrum-pc-2-2011-29102628.jpg,,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Power Windows']"
43,"
Mazda Scrum  2013 PA for Sale",Mazda,Scrum,,"
PKR 10.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-rawalpindi-3250705,2013,"

112,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache2.pakwheels.com/ad_pictures/2902/mazda-scrum-pa-2-2013-29028505.jpg,https://cache1.pakwheels.com/ad_pictures/2902/mazda-scrum-pa-2-2013-29028506.jpg,https://cache2.pakwheels.com/ad_pictures/2902/mazda-scrum-pa-2-2013-29028507.jpg,https://cache2.pakwheels.com/ad_pictures/2902/mazda-scrum-pa-2-2013-29028508.jpg,https://cache1.pakwheels.com/ad_pictures/2902/mazda-scrum-pa-2-2013-29028509.jpg,[]
44,"
Mazda Scrum  2013 PA for Sale",Mazda,Scrum,,"
PKR 9.95 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-sialkot-3207085,2013,"

660 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache2.pakwheels.com/ad_pictures/2852/mazda-scrum-pa-2-2013-28521590.jpg,https://cache1.pakwheels.com/ad_pictures/2852/mazda-scrum-pa-2-2013-28521593.jpg,https://cache1.pakwheels.com/ad_pictures/2852/mazda-scrum-pa-2-2013-28521588.jpg,https://cache3.pakwheels.com/ad_pictures/2852/mazda-scrum-pa-2-2013-28521592.jpg,https://cache4.pakwheels.com/ad_pictures/2852/mazda-scrum-pa-2-2013-28521587.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Power Locks', 'Power Steering']"
45,"
Mazda Scrum  2013 PC for Sale",Mazda,Scrum,PC,"
PKR 11 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-gujranwala-3241694,2013,"

39,000 km","

Petrol","

Manual",Islamabad,White,Imported,660 cc,https://cache2.pakwheels.com/ad_pictures/2892/mazda-scrum-pc-2-2013-28923522.jpg,https://cache1.pakwheels.com/ad_pictures/2892/mazda-scrum-pc-2-2013-28923530.jpg,https://cache3.pakwheels.com/ad_pictures/2892/mazda-scrum-pc-2-2013-28923534.jpg,https://cache4.pakwheels.com/ad_pictures/2892/mazda-scrum-pc-2-2013-28923539.jpg,https://cache3.pakwheels.com/ad_pictures/2892/mazda-scrum-pc-2-2013-28923540.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Steering', 'Power Windows']"
46,"
Mazda Scrum  2014 PA for Sale",Mazda,Scrum,PA,"
PKR 10.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2014-for-sale-in-islamabad-3176866,2014,"

5,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache4.pakwheels.com/ad_pictures/2817/mazda-scrum-pa-2-2014-28178017.jpg,https://cache1.pakwheels.com/ad_pictures/2817/mazda-scrum-pa-2-2014-28178018.jpg,https://cache4.pakwheels.com/ad_pictures/2817/mazda-scrum-pa-2-2014-28178019.jpg,https://cache1.pakwheels.com/ad_pictures/2817/mazda-scrum-pa-2-2014-28178020.jpg,,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Cassette Player', 'DVD Player', 'Immobilizer Key', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
47,"
Mazda Scrum  2014 PC for Sale",Mazda,Scrum,,"
PKR 12.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2014-for-sale-in-sialkot-3215399,2014,"

33,000 km","

Petrol","

Manual",Un-Registered,Silver,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2861/mazda-scrum-pc-2-2014-28618464.jpg,https://cache3.pakwheels.com/ad_pictures/2861/mazda-scrum-pc-2-2014-28618465.jpg,https://cache1.pakwheels.com/ad_pictures/2861/mazda-scrum-pc-2-2014-28618466.jpg,https://cache3.pakwheels.com/ad_pictures/2861/mazda-scrum-pc-2-2014-28618467.jpg,https://cache2.pakwheels.com/ad_pictures/2861/mazda-scrum-pc-2-2014-28618468.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
48,"
Mazda Scrum  2013 PA for Sale",Mazda,Scrum,PA,"
PKR 10.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-islamabad-3202922,2013,"

58,000 km","

Petrol","

Automatic",Un-Registered,Silver,Imported,660 cc,https://cache3.pakwheels.com/ad_pictures/2847/mazda-scrum-pa-2-2013-28472808.jpg,https://cache2.pakwheels.com/ad_pictures/2847/mazda-scrum-pa-2-2013-28472809.jpg,https://cache4.pakwheels.com/ad_pictures/2847/mazda-scrum-pa-2-2013-28472810.jpg,https://cache4.pakwheels.com/ad_pictures/2847/mazda-scrum-pa-2-2013-28472811.jpg,https://cache4.pakwheels.com/ad_pictures/2847/mazda-scrum-pa-2-2013-28472812.jpg,[]
49,"
Mazda Scrum  2013 PA for Sale",Mazda,Scrum,PA,"

                        Call",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-karachi-3202246,2013,"

90,600 km","

Petrol","

Automatic",Un-Registered,Silver,Imported,660 cc,https://cache4.pakwheels.com/ad_pictures/2846/mazda-scrum-pa-2-2013-28465422.jpg,https://cache3.pakwheels.com/ad_pictures/2846/mazda-scrum-pa-2-2013-28465423.jpg,https://cache3.pakwheels.com/ad_pictures/2846/mazda-scrum-pa-2-2013-28465424.jpg,https://cache1.pakwheels.com/ad_pictures/2846/mazda-scrum-pa-2-2013-28465425.jpg,https://cache4.pakwheels.com/ad_pictures/2846/mazda-scrum-pa-2-2013-28465426.jpg,"['ABS', 'Air Bags', 'Air Conditioning']"
50,"
Mazda Scrum  2014 PA for Sale",Mazda,Scrum,,"
PKR 11.5 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2014-for-sale-in-islamabad-3189543,2014,"

114,000 km","

Petrol","

Automatic",Un-Registered,White,Imported,660 cc,https://cache4.pakwheels.com/ad_pictures/2831/mazda-scrum-pa-2-2014-28318620.jpg,https://cache2.pakwheels.com/ad_pictures/2831/mazda-scrum-pa-2-2014-28318622.jpg,https://cache4.pakwheels.com/ad_pictures/2831/mazda-scrum-pa-2-2014-28318623.jpg,https://cache3.pakwheels.com/ad_pictures/2831/mazda-scrum-pa-2-2014-28318624.jpg,https://cache2.pakwheels.com/ad_pictures/2831/mazda-scrum-pa-2-2014-28318625.jpg,[]
51,"
Mazda Scrum  2014 PA for Sale",Mazda,Scrum,,"
PKR 10 lacs",https://www.pakwheels.com/used-cars/mazda-scrum-2014-for-sale-in-multan-3137983,2014,"

65,000 km","

Petrol","

Automatic",Un-Registered,Silver,Imported,660 cc,https://cache4.pakwheels.com/ad_pictures/2773/mazda-scrum-pa-2-2014-27736723.jpg,https://cache1.pakwheels.com/ad_pictures/2773/mazda-scrum-pa-2-2014-27736724.jpg,https://cache1.pakwheels.com/ad_pictures/2773/mazda-scrum-pa-2-2014-27736725.jpg,https://cache3.pakwheels.com/ad_pictures/2773/mazda-scrum-pa-2-2014-27736726.jpg,https://cache1.pakwheels.com/ad_pictures/2773/mazda-scrum-pa-2-2014-27736728.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Immobilizer Key', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"
52,"
Mazda Scrum  2013 BUSTER for Sale",Mazda,Scrum,BUSTER,"

                        Call",https://www.pakwheels.com/used-cars/mazda-scrum-2013-for-sale-in-karachi-3112380,2013,"

60,000 km","

Petrol","

Automatic",Karachi,Silver,Imported,660 cc,https://cache1.pakwheels.com/ad_pictures/2745/mazda-scrum-buster-2013-27451556.jpg,https://cache2.pakwheels.com/ad_pictures/2745/mazda-scrum-buster-2013-27451557.jpg,https://cache2.pakwheels.com/ad_pictures/2745/mazda-scrum-buster-2013-27451558.jpg,https://cache3.pakwheels.com/ad_pictures/2745/mazda-scrum-buster-2013-27451559.jpg,https://cache2.pakwheels.com/ad_pictures/2745/mazda-scrum-buster-2013-27451560.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning']"
