ID,name,Make,Model,Version,Price,Link,Model Date,Km Run,Energy,Engine Type,City,Color,Assembly,EngineCapacity,image1,image2,image3,image4,image5,Features

117,"
Mitsubishi Pajero  1990 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 8.7 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-muzaffar-gargh-3230734,1990,"

200,000 km","

Diesel","

Manual",Multan,Blue,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-2-5d-1990-v-1-28797123.jpg,https://cache4.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-2-5d-1990-v-1-28797122.jpg,https://cache1.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-2-5d-1990-v-1-28797135.jpg,https://cache2.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-2-5d-1990-v-1-28797136.jpg,https://cache3.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-2-5d-1990-v-1-28797131.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

118,"
Mitsubishi Pajero  1995 Exceed 3.5 for Sale",Mitsubishi,Pajero,3.5,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1995-for-sale-in-rawalpindi-3230163,1995,"

160,000 km","

Petrol","

Automatic",Lahore,White,Imported,3500 cc,https://cache2.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-3-5-1995-28790607.jpg,https://cache1.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-3-5-1995-28790610.jpg,https://cache4.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-3-5-1995-28790609.jpg,https://cache1.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-3-5-1995-28790605.jpg,https://cache1.pakwheels.com/ad_pictures/2879/mitsubishi-pajero-exceed-3-5-1995-28790611.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

119,"
Mitsubishi Pajero  1992 Exceed 2.4 for Sale",Mitsubishi,Pajero,Exceed 2.4,"
PKR 14.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-islamabad-3228954,1992,"

245,000 km","

Diesel","

Manual",Lahore,White,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-4-1992-28776497.jpg,https://cache2.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-4-1992-28776498.jpg,https://cache3.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-4-1992-28776501.jpg,https://cache2.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-4-1992-28776500.jpg,https://cache4.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-4-1992-28776499.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

120,"
Mitsubishi Pajero  1989 Super Exceed 3.0 for Sale",Mitsubishi,Pajero,Exceed 3.0,"
PKR 12 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1989-for-sale-in-islamabad-3228815,1989,"

248,969 km","

Diesel","

Automatic",Lahore,Red,Imported,2400 cc,https://cache1.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-super-exceed-3-0d-1989-28774732.jpg,https://cache2.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-super-exceed-3-0d-1989-28774728.jpg,https://cache1.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-super-exceed-3-0d-1989-28774729.jpg,https://cache1.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-super-exceed-3-0d-1989-28774727.jpg,https://cache2.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-super-exceed-3-0d-1989-28774737.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

121,"
Mitsubishi Pajero  1988 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 5.4 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1988-for-sale-in-rawalpindi-3228152,1988,"

125,000 km","

Diesel","

Manual",Jehlum,White,Imported,2500 cc,https://cache2.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-exceed-2-5d-1988-28767265.jpg,https://cache3.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-exceed-2-5d-1988-28767250.jpg,https://cache2.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-exceed-2-5d-1988-28767264.jpg,https://cache2.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-exceed-2-5d-1988-28767330.jpg,,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

122,"
Mitsubishi Pajero  1993 Exceed 2.4 for Sale",Mitsubishi,Pajero,Exceed 2.4,"
PKR 11.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-faisalabad-3214318,1993,"

130,000 km","

Petrol","

Automatic",Sargodha,Beige,Imported,2400 cc,https://cache2.pakwheels.com/ad_pictures/2860/mitsubishi-pajero-exceed-2-4-1993-28605689.jpg,https://cache1.pakwheels.com/ad_pictures/2860/mitsubishi-pajero-exceed-2-4-1993-28605688.jpg,https://cache3.pakwheels.com/ad_pictures/2860/mitsubishi-pajero-exceed-2-4-1993-28605690.jpg,https://cache1.pakwheels.com/ad_pictures/2860/mitsubishi-pajero-exceed-2-4-1993-28605691.jpg,https://cache3.pakwheels.com/ad_pictures/2860/mitsubishi-pajero-exceed-2-4-1993-28605693.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

123,"
Mitsubishi Pajero  1993  for Sale",Mitsubishi,Pajero,,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-chakwal-3228138,1993,"

207,400 km","

Petrol","

Manual",Lodhran,Silver,Local,2700 cc,https://cache3.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-1993-28767047.jpg,https://cache2.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-1993-28767051.jpg,https://cache1.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-1993-28767050.jpg,https://cache3.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-1993-28767043.jpg,https://cache3.pakwheels.com/ad_pictures/2876/mitsubishi-pajero-1993-28767048.jpg,[]

124,"
Mitsubishi Pajero  1990  for Sale",Mitsubishi,Pajero,,"
PKR 8.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-rawalpindi-3166244,1990,"

300,000 km","

Diesel","

Automatic",Multan,White,Imported,2400 cc,https://cache4.pakwheels.com/ad_pictures/2805/mitsubishi-pajero-1990-28056496.jpg,https://cache2.pakwheels.com/ad_pictures/2805/mitsubishi-pajero-1990-28056497.jpg,https://cache4.pakwheels.com/ad_pictures/2805/mitsubishi-pajero-1990-28056498.jpg,https://cache3.pakwheels.com/ad_pictures/2805/mitsubishi-pajero-1990-28056499.jpg,https://cache3.pakwheels.com/ad_pictures/2805/mitsubishi-pajero-1990-28056500.jpg,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'DVD Player', 'Front Speakers', 'Power Steering', 'Power Windows', 'Rear AC Vents', 'Rear Camera', 'Sun Roof', 'USB and Auxillary Cable']"

125,"
Mitsubishi Pajero  1990 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 6 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-abottabad-3164290,1990,"

250,000 km","

Diesel","

Manual",Peshawar,Blue,Imported,2500 cc,https://cache2.pakwheels.com/ad_pictures/2803/mitsubishi-pajero-exceed-2-5d-1990-28034145.jpg,https://cache4.pakwheels.com/ad_pictures/2803/mitsubishi-pajero-exceed-2-5d-1990-28034146.jpg,https://cache1.pakwheels.com/ad_pictures/2803/mitsubishi-pajero-exceed-2-5d-1990-28034147.jpg,https://cache4.pakwheels.com/ad_pictures/2803/mitsubishi-pajero-exceed-2-5d-1990-28034148.jpg,https://cache3.pakwheels.com/ad_pictures/2803/mitsubishi-pajero-exceed-2-5d-1990-28034149.jpg,"['AM/FM Radio', 'Air Conditioning', 'Cassette Player', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

126,"
Mitsubishi Pajero  1990  for Sale",Mitsubishi,Pajero,,"
PKR 8.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-rawalpindi-2622498,1990,"

227,000 km","

Diesel","

Manual",Rawalpindi,Blue,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2711/mitsubishi-pajero-1990-27114247.jpg,https://cache1.pakwheels.com/ad_pictures/2232/mitsubishi-pajero-1990-22326220.jpg,https://cache3.pakwheels.com/ad_pictures/2232/mitsubishi-pajero-1990-22326226.jpg,https://cache2.pakwheels.com/ad_pictures/2232/mitsubishi-pajero-1990-22326276.jpg,https://cache3.pakwheels.com/ad_pictures/2232/mitsubishi-pajero-1990-22326277.jpg,"['Alloy Rims', 'CD Player', 'Power Steering', 'Power Windows', 'Sun Roof']"

127,"
Mitsubishi Pajero  1991 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 8.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1991-for-sale-in-multan-3225418,1991,"

10,000 km","

Diesel","

Manual",Lahore,Blue,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-exceed-2-5d-1991-28735802.jpg,https://cache1.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-exceed-2-5d-1991-28735804.jpg,https://cache4.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-exceed-2-5d-1991-28735801.jpg,https://cache3.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-exceed-2-5d-1991-28735805.jpg,https://cache1.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-exceed-2-5d-1991-28735803.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

128,"
Mitsubishi Pajero  2001 GLX 3.2D for Sale",Mitsubishi,Pajero,GLX 3.2D,"
PKR 22.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2001-for-sale-in-gujranwala-3225008,2001,"

200,000 km","

Diesel","

Automatic",Lahore,White,Imported,3200 cc,https://cache3.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-gls-d-2001-28730801.jpg,https://cache1.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-gls-d-2001-28730799.jpg,https://cache1.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-gls-d-2001-28730800.jpg,https://cache1.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-gls-d-2001-28730802.jpg,https://cache2.pakwheels.com/ad_pictures/2873/mitsubishi-pajero-gls-d-2001-28730803.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

129,"
Mitsubishi Pajero  1993  for Sale",Mitsubishi,Pajero,,"
PKR 12.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-islamabad-3129479,1993,"

150,000 km","

Diesel","

Manual",Islamabad,Grey,Imported,2400 cc,https://cache2.pakwheels.com/ad_pictures/2764/mitsubishi-pajero-1993-27640839.jpg,https://cache3.pakwheels.com/ad_pictures/2764/mitsubishi-pajero-1993-27640842.jpg,https://cache2.pakwheels.com/ad_pictures/2764/mitsubishi-pajero-1993-27640844.jpg,https://cache3.pakwheels.com/ad_pictures/2764/mitsubishi-pajero-1993-27640846.jpg,https://cache2.pakwheels.com/ad_pictures/2764/mitsubishi-pajero-1993-27640850.jpg,"['Air Conditioning', 'CD Player', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

130,"
Mitsubishi Pajero  1990  for Sale",Mitsubishi,Pajero,,"
PKR 6.6 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-abottabad-3222800,1990,"

9,999 km","

CNG","

Manual",Karachi,White,Imported,2800 cc,https://cache1.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-1990-28704684.jpg,https://cache4.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-1990-28704686.jpg,https://cache4.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-1990-28704685.jpg,https://cache4.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-1990-28704687.jpg,https://cache4.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-1990-28704701.jpg,"['Alloy Rims', 'CD Player', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

131,"
Mitsubishi Pajero  1990  for Sale",Mitsubishi,Pajero,,"
PKR 6.6 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-abottabad-3222787,1990,"

99,999 km","

CNG","

Manual",Karachi,White,Imported,2800 cc,,,,,,"['Air Conditioning', 'DVD Player', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

132,"
Mitsubishi Pajero  1993 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Exceed Automatic 2.8D,"
PKR 14.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-abottabad-3222386,1993,"

150,000 km","

Diesel","

Automatic",Lahore,Silver,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-exceed-2-8d-automatic-1993-28700375.jpg,https://cache2.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-exceed-2-8d-automatic-1993-28700372.jpg,https://cache4.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-exceed-2-8d-automatic-1993-28700374.jpg,https://cache2.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-exceed-2-8d-automatic-1993-28700369.jpg,https://cache3.pakwheels.com/ad_pictures/2870/mitsubishi-pajero-exceed-2-8d-automatic-1993-28700368.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

133,"
Mitsubishi Pajero  1996 Exceed 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 14.3 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1996-for-sale-in-lahore-3141691,1996,"

200,000 km","

Diesel","

Manual",Islamabad,Silver,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2777/mitsubishi-pajero-intercooler-1996-27777536.jpg,https://cache2.pakwheels.com/ad_pictures/2777/mitsubishi-pajero-intercooler-1996-27777534.jpg,https://cache4.pakwheels.com/ad_pictures/2777/mitsubishi-pajero-intercooler-1996-27777535.jpg,https://cache2.pakwheels.com/ad_pictures/2777/mitsubishi-pajero-intercooler-1996-27777539.jpg,https://cache2.pakwheels.com/ad_pictures/2777/mitsubishi-pajero-intercooler-1996-27777538.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

134,"
Mitsubishi Pajero  1990  for Sale",Mitsubishi,Pajero,,"
PKR 6.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-muzaffarabad-3220522,1990,"

2 km","

Diesel","

Manual",Islamabad,Blue,Imported,2400 cc,https://cache4.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-1990-28678701.jpg,https://cache2.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-1990-28678702.jpg,https://cache2.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-1990-28678703.jpg,https://cache1.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-1990-28678704.jpg,https://cache2.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-1990-28678705.jpg,"['AM/FM Radio', 'CD Player', 'Power Steering', 'Power Windows', 'Sun Roof']"

135,"
Mitsubishi Pajero  1993 Exceed 2.4 for Sale",Mitsubishi,Pajero,Exceed 2.4,"
PKR 13.55 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-islamabad-3220214,1993,"

204,000 km","

Diesel","

Manual",Islamabad,Silver,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-exceed-2-4-1993-28675289.jpg,https://cache1.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-exceed-2-4-1993-28675345.jpg,https://cache3.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-exceed-2-4-1993-28675346.jpg,https://cache3.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-exceed-2-4-1993-28675347.jpg,https://cache1.pakwheels.com/ad_pictures/2867/mitsubishi-pajero-exceed-2-4-1993-28675348.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'DVD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

136,"
Mitsubishi Pajero  1995 Exceed 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 14 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1995-for-sale-in-lahore-3219217,1995,"

100,000 km","

Diesel","

Manual",Swat,Green,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2866/mitsubishi-pajero-intercooler-1995-28663991.jpg,https://cache1.pakwheels.com/ad_pictures/2866/mitsubishi-pajero-intercooler-1995-28663989.jpg,https://cache1.pakwheels.com/ad_pictures/2866/mitsubishi-pajero-intercooler-1995-28663988.jpg,https://cache4.pakwheels.com/ad_pictures/2866/mitsubishi-pajero-intercooler-1995-28663992.jpg,https://cache4.pakwheels.com/ad_pictures/2866/mitsubishi-pajero-intercooler-1995-28663987.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'CoolBox', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

137,"
Mitsubishi Pajero  1989 Exceed 2.5D for Sale",Mitsubishi,Pajero,2.5D,"
PKR 7.3 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1989-for-sale-in-islamabad-3001801,1989,"

123,000 km","

Diesel","

Manual",Karachi,White,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2624/mitsubishi-pajero-exceed-2-5d-1989-26248991.jpg,https://cache1.pakwheels.com/ad_pictures/2624/mitsubishi-pajero-exceed-2-5d-1989-26248995.jpg,https://cache1.pakwheels.com/ad_pictures/2624/mitsubishi-pajero-exceed-2-5d-1989-26248996.jpg,https://cache2.pakwheels.com/ad_pictures/2624/mitsubishi-pajero-exceed-2-5d-1989-26248998.jpg,https://cache1.pakwheels.com/ad_pictures/2624/mitsubishi-pajero-exceed-2-5d-1989-26248992.jpg,"['AM/FM Radio', 'Alloy Rims', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

138,"
Mitsubishi Pajero  1996 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Exceed Automatic 2.8D,"
PKR 20 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1996-for-sale-in-islamabad-3205254,1996,"

153,751 km","

Diesel","

Automatic",Islamabad,Unlisted,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2850/mitsubishi-pajero-exceed-2-8d-automatic-1996-28500703.jpg,,,,,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'DVD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

139,"
Mitsubishi Pajero  1998 Exceed 3.5 for Sale",Mitsubishi,Pajero,3.5,"
PKR 20 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1998-for-sale-in-islamabad-3218831,1998,"

175,000 km","

Petrol","

Automatic",Islamabad,Blue,Imported,3500 cc,https://cache1.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-exceed-3-5-1998-28659600.jpg,https://cache1.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-exceed-3-5-1998-28659617.jpg,https://cache3.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-exceed-3-5-1998-28659619.jpg,https://cache2.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-exceed-3-5-1998-28659618.jpg,https://cache4.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-exceed-3-5-1998-28659615.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'Cruise Control', 'DVD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

140,"
Mitsubishi Pajero  1992 Exceed 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 8 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-peshawar-3218665,1992,"

200,000 km","

Diesel","

Manual",Peshawar,White,Imported,2800 cc,https://cache1.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-intercooler-1992-v-1-28657649.jpg,https://cache3.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-intercooler-1992-v-1-28657651.jpg,https://cache1.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-intercooler-1992-v-1-28657645.jpg,https://cache4.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-intercooler-1992-v-1-28657648.jpg,https://cache3.pakwheels.com/ad_pictures/2865/mitsubishi-pajero-intercooler-1992-v-1-28657650.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

141,"
Mitsubishi Pajero  1998  for Sale",Mitsubishi,Pajero,,"
PKR 13.7 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1998-for-sale-in-gujrat-3217103,1998,"

174,000 km","

Diesel","

Manual",Islamabad,White,Imported,2500 cc,https://cache2.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-1998-28638257.jpg,https://cache2.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-1998-28638256.jpg,https://cache4.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-1998-28638252.jpg,https://cache4.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-1998-28638255.jpg,https://cache1.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-1998-28638254.jpg,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CoolBox', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

142,"
Mitsubishi Pajero  1998 Evolution for Sale",Mitsubishi,Pajero,,"
PKR 22.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1998-for-sale-in-bahawalpur-3213637,1998,"

96,540 km","

Petrol","

Automatic",Islamabad,White,Imported,3500 cc,https://cache4.pakwheels.com/ad_pictures/2859/mitsubishi-pajero-evolution-1998-28597412.jpg,https://cache1.pakwheels.com/ad_pictures/2859/mitsubishi-pajero-evolution-1998-28597414.jpg,https://cache3.pakwheels.com/ad_pictures/2859/mitsubishi-pajero-evolution-1998-28597427.jpg,,,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

143,"
Mitsubishi Pajero  1990 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 6.85 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-rawalpindi-3212776,1990,"

50,000 km","

Diesel","

Manual",Karachi,Silver,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-5d-1990-28587159.jpg,https://cache3.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-5d-1990-28587158.jpg,https://cache2.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-5d-1990-28587161.jpg,https://cache2.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-5d-1990-28587162.jpg,https://cache4.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-5d-1990-28587160.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Power Steering']"

144,"
Mitsubishi Pajero  1994 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Exceed Automatic 2.8D,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1994-for-sale-in-islamabad-3212230,1994,"

100,000 km","

Diesel","

Automatic",Sialkot,Silver,Imported,2800 cc,https://cache4.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-8d-automatic-1994-28580712.jpg,https://cache1.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-8d-automatic-1994-28580721.jpg,https://cache1.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-8d-automatic-1994-28580718.jpg,https://cache4.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-8d-automatic-1994-28580713.jpg,https://cache1.pakwheels.com/ad_pictures/2858/mitsubishi-pajero-exceed-2-8d-automatic-1994-28580717.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

145,"
Mitsubishi Pajero  1992  for Sale",Mitsubishi,Pajero,,"
PKR 13.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-rawalpindi-3211945,1992,"

270 km","

Petrol","

Automatic",Islamabad,Blue,Imported,3400 cc,https://cache2.pakwheels.com/ad_pictures/2857/mitsubishi-pajero-1992-28577600.jpg,,,,,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

