ID,name,Make,Model,Version,Price,Link,Model Date,Km Run,Energy,Engine Type,City,Color,Assembly,EngineCapacity,image1,image2,image3,image4,image5,Features

57,"
Mitsubishi Pajero  1990 Exceed 2.5D for Sale",Mitsubishi,Pajero,2.5D,"
PKR 8.25 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-karachi-3257149,1990,"

170,000 km","

Diesel","

Manual",Karachi,Blue,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2910/mitsubishi-pajero-exceed-2-5d-1990-29103999.jpg,https://cache3.pakwheels.com/ad_pictures/2910/mitsubishi-pajero-exceed-2-5d-1990-29104032.jpg,https://cache2.pakwheels.com/ad_pictures/2910/mitsubishi-pajero-exceed-2-5d-1990-29104037.jpg,https://cache4.pakwheels.com/ad_pictures/2910/mitsubishi-pajero-exceed-2-5d-1990-29104033.jpg,https://cache4.pakwheels.com/ad_pictures/2910/mitsubishi-pajero-exceed-2-5d-1990-29104030.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

58,"
Mitsubishi Pajero  1997 Exceed 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 14.8 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1997-for-sale-in-muzaffarabad-3018945,1997,"

10 km","

Diesel","

Manual",Islamabad,Blue,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2643/mitsubishi-pajero-intercooler-1997-26431076.jpg,,,,,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

59,"
Mitsubishi Pajero  1994 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Exceed Automatic 2.8D,"
PKR 15 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1994-for-sale-in-islamabad-3256726,1994,"

150,000 km","

Diesel","

Automatic",Islamabad,Blue,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1994-29099459.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1994-29099456.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1994-29099460.jpg,https://cache2.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1994-29099455.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1994-29099454.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

60,"
Mitsubishi Pajero  1986 Super Exceed 3.0 for Sale",Mitsubishi,Pajero,Exceed 3.0,"
PKR 10.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1986-for-sale-in-muzaffarabad-3256683,1986,"

92,000 km","

Petrol","

Automatic",Muzaffarabad,Grey,Imported,3000 cc,https://cache2.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-super-exceed-3-0d-1986-29098948.jpg,https://cache3.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-super-exceed-3-0d-1986-29098950.jpg,https://cache2.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-super-exceed-3-0d-1986-29098947.jpg,https://cache3.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-super-exceed-3-0d-1986-29098945.jpg,https://cache3.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-super-exceed-3-0d-1986-29098949.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'CoolBox', 'DVD Player', 'Immobilizer Key', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

61,"
Mitsubishi Pajero  1997 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Exceed Automatic 2.8D,"
PKR 15.8 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1997-for-sale-in-wah-cantt-3256600,1997,"

100,000 km","

Diesel","

Automatic",Islamabad,Green,Imported,2800 cc,https://cache1.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1997-29097940.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1997-29098180.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1997-29098181.jpg,https://cache2.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1997-29098182.jpg,https://cache1.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-exceed-2-8d-automatic-1997-29098183.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

62,"
Mitsubishi Pajero  2001  for Sale",Mitsubishi,Pajero,,"
PKR 22 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2001-for-sale-in-islamabad-3256581,2001,"

137,000 km","

Diesel","

Automatic",Islamabad,Black,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-2001-29097607.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-2001-29097599.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-2001-29097598.jpg,https://cache1.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-2001-29097596.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-2001-29097597.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cruise Control', 'DVD Player', 'Immobilizer Key', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

63,"
Mitsubishi Pajero  1989 Exceed 2.5D for Sale",Mitsubishi,Pajero,2.5D,"
PKR 6.7 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1989-for-sale-in-rawalpindi-3166565,1989,"

125,986 km","

Diesel","

Manual",Mirpur A.K.,Blue,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2855/mitsubishi-pajero-exceed-2-5d-1989-28557342.jpg,https://cache2.pakwheels.com/ad_pictures/2855/mitsubishi-pajero-exceed-2-5d-1989-28557335.jpg,https://cache3.pakwheels.com/ad_pictures/2805/mitsubishi-pajero-exceed-2-5d-1989-28059999.jpg,https://cache3.pakwheels.com/ad_pictures/2806/mitsubishi-pajero-exceed-2-5d-1989-28065213.jpg,https://cache3.pakwheels.com/ad_pictures/2806/mitsubishi-pajero-exceed-2-5d-1989-28065353.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

64,"
Mitsubishi Pajero  1993 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Automatic 2.8D,"
PKR 13.55 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-islamabad-3216597,1993,"

12,345 km","

Petrol","

Automatic",Islamabad,Silver,Imported,3400 cc,https://cache2.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1993-28632382.jpg,https://cache3.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1993-28632390.jpg,https://cache1.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1993-28632384.jpg,https://cache1.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1993-28632395.jpg,https://cache1.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1993-28632393.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

65,"
Mitsubishi Pajero  1996 Exceed 2.8D for Sale",Mitsubishi,Pajero,Exceed 2.8D,"
PKR 14 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1996-for-sale-in-karachi-3237488,1996,"

80,000 km","

Diesel","

Manual",Karachi,Silver,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1996-28874976.jpg,https://cache4.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1996-v-1-28874969.jpg,https://cache3.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1996-28874968.jpg,https://cache3.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1996-v-1-28874967.jpg,https://cache3.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1996-v-1-28874970.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

66,"
Mitsubishi Pajero  1995 Evolution for Sale",Mitsubishi,Pajero,,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1995-for-sale-in-nowshera-3256051,1995,"

100,000 km","

Petrol","

Automatic",Peshawar,Silver,Imported,3400 cc,https://cache3.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-evolution-1995-29091193.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-evolution-1995-29091192.jpg,https://cache4.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-evolution-1995-29091194.jpg,https://cache2.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-evolution-1995-29091191.jpg,https://cache1.pakwheels.com/ad_pictures/2909/mitsubishi-pajero-evolution-1995-29091190.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

67,"
Mitsubishi Pajero  1988 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 9.7 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1988-for-sale-in-rawalpindi-3255874,1988,"

120,000 km","

Diesel","

Manual",Islamabad,Silver,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-exceed-2-5d-1988-29089105.jpg,https://cache4.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-exceed-2-5d-1988-29089108.jpg,https://cache1.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-exceed-2-5d-1988-29089135.jpg,https://cache3.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-exceed-2-5d-1988-29089114.jpg,https://cache4.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-exceed-2-5d-1988-29089136.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

68,"
Mitsubishi Pajero  1997 Exceed 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 15 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1997-for-sale-in-hari-pur-3255843,1997,"

123,456 km","

Diesel","

Manual",Islamabad,White,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-intercooler-1997-29088600.jpg,https://cache3.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-intercooler-1997-29088599.jpg,https://cache1.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-intercooler-1997-29088602.jpg,https://cache3.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-intercooler-1997-29088601.jpg,https://cache3.pakwheels.com/ad_pictures/2908/mitsubishi-pajero-intercooler-1997-29088604.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

69,"
Mitsubishi Pajero  1992  for Sale",Mitsubishi,Pajero,,"
PKR 10.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-wah-cantt-3254910,1992,"

100,000 km","

Petrol","

Manual",Lahore,Black,Imported,2000 cc,https://cache1.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1992-29077739.jpg,https://cache2.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1992-29077751.jpg,https://cache2.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1992-29077738.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1992-29077744.jpg,https://cache4.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1992-29077740.jpg,[]

70,"
Mitsubishi Pajero  1989 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 9.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1989-for-sale-in-lahore-3254812,1989,"

244,000 km","

Diesel","

Manual",Karachi,Black,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-2-5d-1989-29076250.jpg,https://cache4.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-2-5d-1989-29076308.jpg,https://cache2.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-2-5d-1989-29076330.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-2-5d-1989-29076333.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-2-5d-1989-29076339.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

71,"
Mitsubishi Pajero  1993  for Sale",Mitsubishi,Pajero,,"
PKR 14.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-quetta-3254794,1993,"

92,000 km","

Petrol","

Automatic",Karachi,White,Imported,3000 cc,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1993-29076077.jpg,https://cache2.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1993-29076071.jpg,https://cache4.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1993-29076076.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1993-29076074.jpg,https://cache2.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-1993-29076070.jpg,[]

72,"
Mitsubishi Pajero  1986 Super Exceed 3.0 for Sale",Mitsubishi,Pajero,Exceed 3.0,"
PKR 11.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1986-for-sale-in-karachi-3254705,1986,"

110,000 km","

Petrol","

Automatic",Karachi,Gold,Imported,3000 cc,https://cache2.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-super-exceed-3-0d-1986-29075108.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-super-exceed-3-0d-1986-29075109.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-super-exceed-3-0d-1986-29075111.jpg,https://cache1.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-super-exceed-3-0d-1986-29075112.jpg,https://cache1.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-super-exceed-3-0d-1986-29075110.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'Climate Control', 'Cruise Control', 'DVD Player', 'Front Speakers', 'Immobilizer Key', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear AC Vents', 'Rear speakers', 'Steering Switches', 'Sun Roof', 'USB and Auxillary Cable']"

73,"
Mitsubishi Pajero  1992 Exceed 3.5 for Sale",Mitsubishi,Pajero,Exceed 3.5,"
PKR 14.8 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-karachi-3254626,1992,"

100,000 km","

Petrol","

Automatic",Karachi,Silver,Imported,3000 cc,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-3-5-1992-29073977.jpg,https://cache2.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-3-5-1992-29073981.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-3-5-1992-29073983.jpg,https://cache2.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-3-5-1992-29073979.jpg,https://cache4.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-exceed-3-5-1992-29073982.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

74,"
Mitsubishi Pajero  1985 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 4.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1985-for-sale-in-rawalpindi-3244842,1985,"

225,000 km","

Diesel","

Manual",Hyderabad,Blue,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2897/mitsubishi-pajero-exceed-2-5d-1985-28977717.jpg,https://cache3.pakwheels.com/ad_pictures/2896/mitsubishi-pajero-exceed-2-5d-1985-28960918.jpg,https://cache1.pakwheels.com/ad_pictures/2897/mitsubishi-pajero-exceed-2-5d-1985-28977716.jpg,https://cache2.pakwheels.com/ad_pictures/2897/mitsubishi-pajero-exceed-2-5d-1985-28977718.jpg,https://cache3.pakwheels.com/ad_pictures/2896/mitsubishi-pajero-exceed-2-5d-1985-28960910.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

75,"
Mitsubishi Pajero  1993 Exceed 2.4 for Sale",Mitsubishi,Pajero,Exceed 2.4,"
PKR 12 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-islamabad-3241266,1993,"

300,523 km","

Diesel","

Manual",Lahore,Green,Imported,2400 cc,https://cache3.pakwheels.com/ad_pictures/2893/mitsubishi-pajero-exceed-2-4-1993-28933642.jpg,https://cache3.pakwheels.com/ad_pictures/2891/mitsubishi-pajero-exceed-2-4-1993-28918618.jpg,https://cache3.pakwheels.com/ad_pictures/2891/mitsubishi-pajero-exceed-2-4-1993-28918617.jpg,https://cache3.pakwheels.com/ad_pictures/2891/mitsubishi-pajero-exceed-2-4-1993-28918620.jpg,https://cache4.pakwheels.com/ad_pictures/2891/mitsubishi-pajero-exceed-2-4-1993-28918623.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

76,"
Mitsubishi Pajero  2005  for Sale",Mitsubishi,Pajero,,"
PKR 26 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2005-for-sale-in-islamabad-3026110,2005,"

165,000 km","

Diesel","

Manual",Islamabad,Black,Imported,2700 cc,https://cache1.pakwheels.com/ad_pictures/2650/mitsubishi-pajero-2005-26506581.jpg,https://cache3.pakwheels.com/ad_pictures/2650/mitsubishi-pajero-2005-26506579.jpg,https://cache4.pakwheels.com/ad_pictures/2650/mitsubishi-pajero-2005-26506578.jpg,https://cache2.pakwheels.com/ad_pictures/2650/mitsubishi-pajero-2005-26506580.jpg,https://cache4.pakwheels.com/ad_pictures/2650/mitsubishi-pajero-2005-26506576.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'CoolBox', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

77,"
Mitsubishi Pajero  1990 Super Exceed 3.0 for Sale",Mitsubishi,Pajero,Exceed 3.0,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-rawalpindi-2992411,1990,"

101,200 km","

Petrol","

Automatic",Islamabad,Gold,Imported,3000 cc,https://cache3.pakwheels.com/ad_pictures/2615/mitsubishi-pajero-super-exceed-3-0d-1990-26150266.jpg,https://cache4.pakwheels.com/ad_pictures/2615/mitsubishi-pajero-super-exceed-3-0d-1990-26150241.jpg,https://cache4.pakwheels.com/ad_pictures/2615/mitsubishi-pajero-super-exceed-3-0d-1990-26150262.jpg,https://cache4.pakwheels.com/ad_pictures/2615/mitsubishi-pajero-super-exceed-3-0d-1990-26150250.jpg,https://cache3.pakwheels.com/ad_pictures/2615/mitsubishi-pajero-super-exceed-3-0d-1990-26150248.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Cruise Control', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

78,"
Mitsubishi Pajero  2006 GLS 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 27 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2006-for-sale-in-islamabad-3254297,2006,"

200,000 km","

Diesel","

Automatic",Un-Registered,White,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-gls-automatic-ltd-2006-29070095.jpg,https://cache1.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-gls-automatic-ltd-2006-29070100.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-gls-automatic-ltd-2006-29070094.jpg,https://cache4.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-gls-automatic-ltd-2006-29070099.jpg,https://cache3.pakwheels.com/ad_pictures/2907/mitsubishi-pajero-gls-automatic-ltd-2006-29070101.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

79,"
Mitsubishi Pajero  1989 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 10 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1989-for-sale-in-faisalabad-3253886,1989,"

300,000 km","

Diesel","

Manual",Karachi,White,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-5d-1989-v-1-29065105.jpg,https://cache1.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-5d-1989-29065103.jpg,https://cache3.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-5d-1989-29065106.jpg,https://cache2.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-5d-1989-29065108.jpg,https://cache1.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-5d-1989-29065107.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Power Locks', 'Power Steering', 'Power Windows']"

80,"
Mitsubishi Pajero  1993 Exceed 2.8D for Sale",Mitsubishi,Pajero,Exceed 2.8D,"
PKR 11.25 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-khanewal-3253880,1993,"

200,000 km","

Diesel","

Manual",Karachi,Green,Imported,2800 cc,,,,,,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

81,"
Mitsubishi Pajero  2005 GLS 2.8D for Sale",Mitsubishi,Pajero,GLS 2.8D,"
PKR 26 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2005-for-sale-in-rawalpindi-3253822,2005,"

165,000 km","

Diesel","

Automatic",Lahore,White,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-gls-automatic-ltd-2005-29064419.jpg,https://cache1.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-gls-automatic-ltd-2005-29064422.jpg,https://cache2.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-gls-automatic-ltd-2005-29064421.jpg,https://cache4.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-gls-automatic-ltd-2005-29064420.jpg,https://cache4.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-gls-automatic-ltd-2005-29064430.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

82,"
Mitsubishi Pajero  1994 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Automatic 2.8D,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1994-for-sale-in-okara-3253739,1994,"

10 km","

Diesel","

Automatic",Karachi,Gold,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-8d-automatic-1994-29063408.jpg,https://cache4.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-8d-automatic-1994-29063406.jpg,https://cache4.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-8d-automatic-1994-29063405.jpg,https://cache4.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-8d-automatic-1994-29063401.jpg,https://cache1.pakwheels.com/ad_pictures/2906/mitsubishi-pajero-exceed-2-8d-automatic-1994-29063407.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

83,"
Mitsubishi Pajero  1992 Exceed 2.8D for Sale",Mitsubishi,Pajero,Exceed 2.8D,"
PKR 10.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-rawalpindi-3253214,1992,"

200,000 km","

Petrol","

Manual",Islamabad,White,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2905/mitsubishi-pajero-intercooler-1992-29056987.jpg,https://cache2.pakwheels.com/ad_pictures/2905/mitsubishi-pajero-intercooler-1992-29056989.jpg,https://cache2.pakwheels.com/ad_pictures/2905/mitsubishi-pajero-intercooler-1992-29056986.jpg,https://cache2.pakwheels.com/ad_pictures/2905/mitsubishi-pajero-intercooler-1992-29056983.jpg,https://cache3.pakwheels.com/ad_pictures/2905/mitsubishi-pajero-intercooler-1992-29056985.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

